"Country or Area","Year(s)","Variant","Value"
"Micronesia (Fed. States of)","1990","Medium variant","96.319"
"Micronesia (Fed. States of)","1985","Medium variant","85.682"
"Micronesia (Fed. States of)","1980","Medium variant","72.962"
"Micronesia (Fed. States of)","1975","Medium variant","63.143"
"Micronesia (Fed. States of)","1970","Medium variant","61.431"
"Micronesia (Fed. States of)","1965","Medium variant","52.236"
"Micronesia (Fed. States of)","1960","Medium variant","44.536"
"Micronesia (Fed. States of)","1955","Medium variant","37.888"
"Micronesia (Fed. States of)","1950","Medium variant","32"
"Middle Africa","2100","Constant-fertility scenario","2772095.322"
"Middle Africa","2100","High variant","591582.189"
"Middle Africa","2100","Low variant","256779.716"
"Middle Africa","2100","Medium variant","396869.443"
"Middle Africa","2095","Constant-fertility scenario","2289346.544"
"Middle Africa","2095","High variant","565532.931"
"Middle Africa","2095","Low variant","263842.283"
"Middle Africa","2095","Medium variant","392342.048"
"Middle Africa","2090","Constant-fertility scenario","1892523.506"
"Middle Africa","2090","High variant","538954.233"
"Middle Africa","2090","Low variant","269516.482"
"Middle Africa","2090","Medium variant","386228.301"
"Middle Africa","2085","Constant-fertility scenario","1566382.75"
"Middle Africa","2085","High variant","511866.702"
"Middle Africa","2085","Low variant","273573.971"
"Middle Africa","2085","Medium variant","378455.984"
"Middle Africa","2080","Constant-fertility scenario","1298370.468"
"Middle Africa","2080","High variant","484240.765"
"Middle Africa","2080","Low variant","275776.996"
"Middle Africa","2080","Medium variant","368939.577"
"Middle Africa","2075","Constant-fertility scenario","1078128.285"
"Middle Africa","2075","High variant","456152.511"
"Middle Africa","2075","Low variant","275979.486"
"Middle Africa","2075","Medium variant","357691.943"
"Middle Africa","2070","Constant-fertility scenario","897127.863"
"Middle Africa","2070","High variant","427738.432"
"Middle Africa","2070","Low variant","274068.072"
"Middle Africa","2070","Medium variant","344756.946"
"Middle Africa","2065","Constant-fertility scenario","748312.023"
"Middle Africa","2065","High variant","399180.788"
"Middle Africa","2065","Low variant","269959.598"
"Middle Africa","2065","Medium variant","330204.974"
"Middle Africa","2060","Constant-fertility scenario","625836.301"
"Middle Africa","2060","High variant","370630.705"
"Middle Africa","2060","Low variant","263664.332"
"Middle Africa","2060","Medium variant","314153.366"
"Middle Africa","2055","Constant-fertility scenario","524886.755"
"Middle Africa","2055","High variant","342189.407"
"Middle Africa","2055","Low variant","255320.559"
"Middle Africa","2055","Medium variant","296789.313"
"Middle Africa","2050","Constant-fertility scenario","441544.912"
"Middle Africa","2050","High variant","313954.661"
"Middle Africa","2050","Low variant","245145.548"
"Middle Africa","2050","Medium variant","278350.017"
"Middle Africa","2045","Constant-fertility scenario","372665.893"
"Middle Africa","2045","High variant","286239.174"
"Middle Africa","2045","Low variant","233396.76"
"Middle Africa","2045","Medium variant","259174.542"
"Middle Africa","2040","Constant-fertility scenario","315713.801"
"Middle Africa","2040","High variant","259480.807"
"Middle Africa","2040","Low variant","220198.443"
"Middle Africa","2040","Medium variant","239560.909"
"Middle Africa","2035","Constant-fertility scenario","268630.482"
"Middle Africa","2035","High variant","234000.83"
"Middle Africa","2035","Low variant","205709.254"
"Middle Africa","2035","Medium variant","219769.611"
"Middle Africa","2030","Constant-fertility scenario","229591.309"
"Middle Africa","2030","High variant","209829.648"
"Middle Africa","2030","Low variant","190241.184"
"Middle Africa","2030","Medium variant","200021.422"
"Middle Africa","2025","Constant-fertility scenario","196910.866"
"Middle Africa","2025","High variant","186842.808"
"Middle Africa","2025","Low variant","174319.499"
"Middle Africa","2025","Medium variant","180581.154"
"Middle Africa","2020","Constant-fertility scenario","169247.382"
"Middle Africa","2020","High variant","164933.684"
"Middle Africa","2020","Low variant","158445.107"
"Middle Africa","2020","Medium variant","161689.4"
"Middle Africa","2015","Constant-fertility scenario","145954.96"
"Middle Africa","2015","High variant","144777.259"
"Middle Africa","2015","Low variant","142484.407"
"Middle Africa","2015","Medium variant","143630.836"
"Middle Africa","2010","Constant-fertility scenario","126689.015"
"Middle Africa","2010","High variant","126689.015"
"Middle Africa","2010","Low variant","126689.015"
"Middle Africa","2010","Medium variant","126689.015"
"Middle Africa","2005","Medium variant","110931.181"
"Middle Africa","2000","Medium variant","96187.213"
"Middle Africa","1995","Medium variant","84829.124"
"Middle Africa","1990","Medium variant","71676.048"
"Middle Africa","1985","Medium variant","61697.995"
"Middle Africa","1980","Medium variant","53390.752"
"Middle Africa","1975","Medium variant","46394.151"
"Middle Africa","1970","Medium variant","40748.87"
"Middle Africa","1965","Medium variant","35954.562"
"Middle Africa","1960","Medium variant","32012.966"
"Middle Africa","1955","Medium variant","28763.392"
"Middle Africa","1950","Medium variant","26116.013"
"Monaco","2100","Constant-fertility scenario","44.411"
"Monaco","2100","High variant","59.113"
"Monaco","2100","Low variant","26.03"
"Monaco","2100","Medium variant","40.096"
"Monaco","2095","Constant-fertility scenario","43.544"
"Monaco","2095","High variant","56.536"
"Monaco","2095","Low variant","26.553"
"Monaco","2095","Medium variant","39.476"
"Monaco","2090","Constant-fertility scenario","42.704"
"Monaco","2090","High variant","54.097"
"Monaco","2090","Low variant","27.123"
"Monaco","2090","Medium variant","38.913"
"Monaco","2085","Constant-fertility scenario","41.877"
"Monaco","2085","High variant","51.792"
"Monaco","2085","Low variant","27.686"
"Monaco","2085","Medium variant","38.375"
"Monaco","2080","Constant-fertility scenario","41.052"
"Monaco","2080","High variant","49.622"
"Monaco","2080","Low variant","28.21"
"Monaco","2080","Medium variant","37.843"
"Monaco","2075","Constant-fertility scenario","40.237"
"Monaco","2075","High variant","47.606"
"Monaco","2075","Low variant","28.702"
"Monaco","2075","Medium variant","37.32"
"Monaco","2070","Constant-fertility scenario","39.455"
"Monaco","2070","High variant","45.758"
"Monaco","2070","Low variant","29.192"
"Monaco","2070","Medium variant","36.832"
"Monaco","2065","Constant-fertility scenario","38.755"
"Monaco","2065","High variant","44.102"
"Monaco","2065","Low variant","29.733"
"Monaco","2065","Medium variant","36.431"
"Monaco","2060","Constant-fertility scenario","38.176"
"Monaco","2060","High variant","42.651"
"Monaco","2060","Low variant","30.359"
"Monaco","2060","Medium variant","36.152"
"Monaco","2055","Constant-fertility scenario","37.737"
"Monaco","2055","High variant","41.409"
"Monaco","2055","Low variant","31.07"
"Monaco","2055","Medium variant","36.007"
"Monaco","2050","Constant-fertility scenario","37.408"
"Monaco","2050","High variant","40.361"
"Monaco","2050","Low variant","31.81"
"Monaco","2050","Medium variant","35.953"
"Monaco","2045","Constant-fertility scenario","37.118"
"Monaco","2045","High variant","39.464"
"Monaco","2045","Low variant","32.49"
"Monaco","2045","Medium variant","35.919"
"Monaco","2040","Constant-fertility scenario","36.802"
"Monaco","2040","High variant","38.658"
"Monaco","2040","Low variant","33.051"
"Monaco","2040","Medium variant","35.837"
"Monaco","2035","Constant-fertility scenario","36.449"
"Monaco","2035","High variant","37.905"
"Monaco","2035","Low variant","33.502"
"Monaco","2035","Medium variant","35.699"
"Monaco","2030","Constant-fertility scenario","36.11"
"Monaco","2030","High variant","37.215"
"Monaco","2030","Low variant","33.924"
"Monaco","2030","Medium variant","35.567"
"Monaco","2025","Constant-fertility scenario","35.839"
"Monaco","2025","High variant","36.611"
"Monaco","2025","Low variant","34.369"
"Monaco","2025","Medium variant","35.486"
"Monaco","2020","Constant-fertility scenario","35.658"
"Monaco","2020","High variant","36.095"
"Monaco","2020","Low variant","34.845"
"Monaco","2020","Medium variant","35.468"
"Monaco","2015","Constant-fertility scenario","35.54"
"Monaco","2015","High variant","35.713"
"Monaco","2015","Low variant","35.229"
"Monaco","2015","Medium variant","35.471"
"Monaco","2010","Constant-fertility scenario","35.407"
"Monaco","2010","High variant","35.407"
"Monaco","2010","Low variant","35.407"
"Monaco","2010","Medium variant","35.407"
"Monaco","2005","Medium variant","35.26"
"Monaco","2000","Medium variant","35.126"
"Monaco","1995","Medium variant","33.014"
"Monaco","1990","Medium variant","30.896"
"Monaco","1985","Medium variant","28.533"
"Monaco","1980","Medium variant","26.078"
"Monaco","1975","Medium variant","25.153"
"Monaco","1970","Medium variant","23.689"
"Monaco","1965","Medium variant","22.749"
"Monaco","1960","Medium variant","22.135"
"Monaco","1955","Medium variant","20.396"
"Monaco","1950","Medium variant","20"
"Mongolia","2100","Constant-fertility scenario","6193.585"
"Mongolia","2100","High variant","7597.665"
"Mongolia","2100","Low variant","2881.159"
"Mongolia","2100","Medium variant","4830.835"
"Mongolia","2095","Constant-fertility scenario","5961.422"
"Mongolia","2095","High variant","7238.403"
"Mongolia","2095","Low variant","2969.103"
"Mongolia","2095","Medium variant","4765.605"
"Mongolia","2090","Constant-fertility scenario","5738.075"
"Mongolia","2090","High variant","6898.756"
"Mongolia","2090","Low variant","3055.855"
"Mongolia","2090","Medium variant","4699.646"
"Mongolia","2085","Constant-fertility scenario","5526.815"
"Mongolia","2085","High variant","6574.572"
"Mongolia","2085","Low variant","3141.531"
"Mongolia","2085","Medium variant","4633.017"
"Mongolia","2080","Constant-fertility scenario","5329.126"
"Mongolia","2080","High variant","6259.74"
"Mongolia","2080","Low variant","3225.551"
"Mongolia","2080","Medium variant","4564.353"
"Mongolia","2075","Constant-fertility scenario","5142.884"
"Mongolia","2075","High variant","5953.881"
"Mongolia","2075","Low variant","3304.902"
"Mongolia","2075","Medium variant","4492.285"
"Mongolia","2070","Constant-fertility scenario","4965.121"
"Mongolia","2070","High variant","5665.398"
"Mongolia","2070","Low variant","3375.939"
"Mongolia","2070","Medium variant","4418.035"
"Mongolia","2065","Constant-fertility scenario","4795.612"
"Mongolia","2065","High variant","5404.354"
"Mongolia","2065","Low variant","3437.492"
"Mongolia","2065","Medium variant","4345.241"
"Mongolia","2060","Constant-fertility scenario","4634.992"
"Mongolia","2060","High variant","5168.779"
"Mongolia","2060","Low variant","3489.162"
"Mongolia","2060","Medium variant","4273.775"
"Mongolia","2055","Constant-fertility scenario","4478.684"
"Mongolia","2055","High variant","4939.822"
"Mongolia","2055","Low variant","3526.21"
"Mongolia","2055","Medium variant","4194.275"
"Mongolia","2050","Constant-fertility scenario","4316.23"
"Mongolia","2050","High variant","4696.52"
"Mongolia","2050","Low variant","3539.381"
"Mongolia","2050","Medium variant","4093.399"
"Mongolia","2045","Constant-fertility scenario","4139.463"
"Mongolia","2045","High variant","4436.048"
"Mongolia","2045","Low variant","3520.932"
"Mongolia","2045","Medium variant","3965.663"
"Mongolia","2040","Constant-fertility scenario","3950.016"
"Mongolia","2040","High variant","4176.113"
"Mongolia","2040","Low variant","3470.369"
"Mongolia","2040","Medium variant","3818.333"
"Mongolia","2035","Constant-fertility scenario","3759.828"
"Mongolia","2035","High variant","3939.844"
"Mongolia","2035","Low variant","3398.99"
"Mongolia","2035","Medium variant","3668.273"
"Mongolia","2030","Constant-fertility scenario","3578.249"
"Mongolia","2030","High variant","3729.24"
"Mongolia","2030","Low variant","3318.308"
"Mongolia","2030","Medium variant","3523.668"
"Mongolia","2025","Constant-fertility scenario","3399.287"
"Mongolia","2025","High variant","3515.696"
"Mongolia","2025","Low variant","3223.333"
"Mongolia","2025","Medium variant","3369.515"
"Mongolia","2020","Constant-fertility scenario","3203.219"
"Mongolia","2020","High variant","3270.112"
"Mongolia","2020","Low variant","3101.841"
"Mongolia","2020","Medium variant","3185.976"
"Mongolia","2015","Constant-fertility scenario","2982.694"
"Mongolia","2015","High variant","3007.371"
"Mongolia","2015","Low variant","2943.071"
"Mongolia","2015","Medium variant","2975.222"
"Mongolia","2010","Constant-fertility scenario","2756.001"
"Mongolia","2010","High variant","2756.001"
"Mongolia","2010","Low variant","2756.001"
"Mongolia","2010","Medium variant","2756.001"
"Mongolia","2005","Medium variant","2547.339"
"Mongolia","2000","Medium variant","2411.369"
"Mongolia","1995","Medium variant","2306.131"
"Mongolia","1990","Medium variant","2192.553"
"Mongolia","1985","Medium variant","1926.002"
"Mongolia","1980","Medium variant","1693.122"
"Mongolia","1975","Medium variant","1482.599"
"Mongolia","1970","Medium variant","1281.535"
"Mongolia","1965","Medium variant","1109.312"
"Mongolia","1960","Medium variant","957.044"
"Mongolia","1955","Medium variant","856.184"
"Mongolia","1950","Medium variant","780.2"
"Montenegro","2100","Constant-fertility scenario","463.771"
"Montenegro","2100","High variant","822.389"
"Montenegro","2100","Low variant","276.864"
"Montenegro","2100","Medium variant","499.201"
"Montenegro","2095","Constant-fertility scenario","478.313"
"Montenegro","2095","High variant","801.521"
"Montenegro","2095","Low variant","296.944"
"Montenegro","2095","Medium variant","506.439"
"Montenegro","2090","Constant-fertility scenario","493.059"
"Montenegro","2090","High variant","782.127"
"Montenegro","2090","Low variant","319.156"
"Montenegro","2090","Medium variant","514.721"
"Montenegro","2085","Constant-fertility scenario","508.135"
"Montenegro","2085","High variant","764.231"
"Montenegro","2085","Low variant","343.228"
"Montenegro","2085","Medium variant","524.105"
"Montenegro","2080","Constant-fertility scenario","523.674"
